,Unnamed: 0,smiles,pXC50,Original_Entry_ID,DB,MW,HA,HD,logP,Lipinski rule
209,8897,S(CC(=O)N(CC)CC)C=1N=C(N)C(C=2C=CC=CC2)=C(O)N1,5.105149269104,848462,pubchem,332.429,6,2,2.3919,True
211,9104,OC=1N(C(O)=CC1)C=C(O)N=C2C=CC(CC3=CC=C(NC(=O)CN4C(O)=CC=C4O)C=C3)=CC2,5.10516786575317,16194936,pubchem,476.489,9,6,3.6346,False
212,9308,S(C=1N=C(O)C(CC)=C(O)N1)CC(=O)NC=2C=C(F)C=CC2,5.10573482513428,1073908,pubchem_screening,323.349,6,3,2.3201,True
214,9312,S(C=1C=C(O)N(C1O)C2=CC=CC=C2)/C(/NC)=N/C,5.10582256317139,2869084,pubchem,277.349,5,3,2.1858,True
215,9556,S(C1=C(O)N(C(O)=C1)C2=CC=CC=C2)C(=NC)NC,5.10582256317139,CHEMBL1412655,chembl20,277.349,5,3,2.1858,True
217,9560,S(CCC)/C(=N/N=CC1=C(O)C=CC=C1)/N,5.10587739944458,9551840,pubchem,237.328,4,2,2.184,True
218,9770,S(C(=N/N=C/C1=C(O)C=CC=C1)N)CCC,5.10587739944458,CHEMBL2369241,chembl20,237.328,4,2,2.184,True
221,10023,O=C1N(N(C(C1=NC=2N3C(=NC=4C3=CC=CC4)C(=C(C2CC)C)C#N)C)C)C5=CC=CC=C5,5.1060791015625,CHEMBL1339670,chembl20,436.519,6,0,4.5846,True
222,10033,O=C(N/N=C/C1=CC=2C(C=C1)=CC=CC2)CCCCC(O)=NO,5.10628700256348,44506954,pubchem_screening,313.357,4,3,3.196,True
225,10173,S(O)(O)(N=C1C(CCCC1)C)=CCNC(=O)C=2C=CC=CC2,5.10690259933472,CHEMBL1736198,chembl20,324.446,4,4,3.2676,True
226,10176,N=1C2=CC(=CC=C2N3C=CC=C3C1O)CN4CCCC4=O,5.10696315765381,CHEMBL539474,chembl20,281.315,4,1,2.3155,True
227,10304,S(C1=NC=2N(N=CC2C(O)=N1)C3=CC=CC=C3)CC(=O)N4CCCCC4,5.10707569122314,CHEMBL1714890,chembl20,369.45,7,1,2.6257,True
229,10312,S(CC(=O)N1CCCCC1)C2=NC=3N(N=CC3C(O)=N2)C4=CC=CC=C4,5.10707569122314,2152944,pubchem,369.45,7,1,2.6257,True
230,10493,C1=C(C=C2C=CC(=CC2=C1)O)CCC(N=C3CCC(CC3C(O)=O)C)=O,5.10721921920776,CHEMBL1083174,chembl20,353.418,3,2,3.9664,True
231,10494,O1C(NC2CCN(CC2)CC3=CC(OCC)=C(O)C=C3)=NC=4C1=CC=CC4,5.10759782791138,24740750,pubchem,367.449,6,2,4.0086,True
232,10495,C=1C(=CC=C(C1)CC(C(O)=NO)N)N=N#N,5.10781240463257,CHEMBL219199,chembl20,221.22,4,3,1.8439,True
233,10496,C1=CC=2N=NN(C=3C=C(OC(F)(F)F)C=CC3)C2N=C1NCC4CCN(CC4)CCF,5.10793733596802,CHEMBL1952117,chembl20,438.429,7,1,3.8075,True
234,10497,S1C(=C(O)N=C1O)CC=2C=CC(N)=CC2,5.10810518264771,CHEMBL1520227,chembl20,222.269,5,3,1.7273,True
236,10502,S1C(CC=2C=CC(N)=CC2)=C(O)N=C1O,5.10810518264771,2768377,pubchem,222.269,5,3,1.7273,True
238,10719,S1C(N=C2C(N(N(C2=O)C3=CC=CC=C3)C)C)=NN=C(C=4C=CC(CC)=CC4)C1,5.10823726654053,5253467,pubchem,405.527,6,0,3.779,True
239,10918,S1C(N=C2C(=O)N(N(C2C)C)C3=CC=CC=C3)=NN=C(C=4C=CC(=CC4)CC)C1,5.10823726654053,CHEMBL1387360,chembl20,405.527,6,0,3.779,True
242,11119,S1/C(/N(C(=C1)C)C)=N/C(=S)NC=2C=CC=CC2,5.10873031616211,CHEMBL3199917,chembl20,263.391,3,1,2.69272,True
244,11132,OC1CCN(CC1)CC2=CC=3C(C=C2)=CC=CC3,5.10924911499023,764610,pubchem,241.334,2,1,2.7965,True
245,11279,OC1CCN(CC=2C=C3C(=CC2)C=CC=C3)CC1,5.10924911499023,CHEMBL1501698,chembl20,241.334,2,1,2.7965,True
246,11284,C1(=C(C(=C(C=C1)/C=N/N\2C(=CS/C2=N\C3CCCCC3)C)O)O)O,5.10935115814209,CHEMBL3265288,chembl20,347.44,7,3,3.09042,True
247,11285,S1/C(=N\C2CCCCC2)/N(N=CC=3C(O)=C(O)C(O)=CC3)C(=C1)C,5.10935115814209,16241412,pubchem,347.44,7,3,3.09042,True
248,11286,C1(=CC=CC(=C1F)C=2N=C(SC2)NC=3C=CC(=CC3)CCN4[C@H](C[C@H](CC4)O)CO)C(F)(F)F,5.10953569412231,CHEMBL2409848,chembl20,495.542,6,3,5.07170000000001,False
249,11287,S1C(NC=2C=CC(CCN3[C@H](C[C@@H](O)CC3)CO)=CC2)=NC(C4=C(F)C(=CC=C4)C(F)(F)F)=C1,5.10953569412231,71812416,pubchem,495.542,6,3,5.0717,False
252,11506,O=C1N(N(C(C1=NC(=O)N(CC)CC)C)C)C2=CC=CC=C2,5.10970687866211,CHEMBL1438459,chembl20,302.378,3,0,2.1713,True
253,11507,FC(F)(F)C=1C(=C(N=C(C1)C2=CC=CC=C2)N(CC)CC)C#N,5.11002922058106,CHEMBL1577976,chembl20,319.33,3,0,4.48528,True
255,11520,FC(F)(F)C=1C(=C(N(CC)CC)N=C(C1)C=2C=CC=CC2)C#N,5.11002922058106,1477171,pubchem,319.33,3,0,4.48528,True
256,11724,N1=C(N2CCC(CC2)CO)N=C3N(C=C)C=NC3=C1NC4=CC=C(P(C)(C)=O)C=C4,5.11023712158203,CHEMBL2036010,chembl20,426.461,8,2,3.1271,True
257,11725,OC=1C=2N=CC(N3CCCC3)=CC2C=CC1,5.11028480529785,CHEMBL1318406,chembl20,214.268,3,1,2.5406,True
258,11726,C1=CC=2C(C=C1)=CC(=CC2)C=S(=CC(=O)/N=C/3\SC=C(N3O)CC(O)=O)(O)O,5.11042928695679,CHEMBL2312530,chembl20,420.468,7,4,2.3978,True
259,11727,O[N+]=1C=2C([N+](O)=C3C1CCCC3)=CC=CC2,5.11070442199707,CHEMBL1370774,chembl20,218.256,2,2,0.768199999999999,True
261,11731,S1/C(/N(C(C2=CC=CC=C2)=C1)CCO)=N\C3=C(N(N(C3=O)C4=CC=CC=C4)C)C,5.11133480072022,1279727,pubchem,406.511,7,1,3.23912,True
262,11935,S1/C(/N(C(C2=CC=CC=C2)=C1)CCO)=N\C=3C(=O)N(N(C3C)C)C4=CC=CC=C4,5.11133480072022,CHEMBL3199890,chembl20,406.511,7,1,3.23912,True
263,11938,S(C=1N(C(O)=C2N=C3C(=C2N1)C=CC=C3)C)C=C(O)NC=4C=CC(=CC4)CC,5.111412525177,CHEMBL1593599,chembl20,392.484,7,3,4.9022,True
264,11941,S=C(N=NC=1C2=C(N=C(O)C=C2)C(O)=CC1O)N,5.11149549484253,CHEMBL1735496,chembl20,264.266,6,4,1.6789,True
265,11953,S=1(O)(O)=NC(O[C@@H]2C1CCCC2)=NC=3C=CC=CC3,5.11173915863037,71813157,pubchem,280.349,2,2,3.1029,True
266,11954,O1C=2N(CCC1)C=3C(C2C(=O)NCC4CCN(CC4)CC=5C=CC(=CC5)C(O)=O)=CC=CC3,5.11216354370117,53320666,pubchem,447.535,5,2,3.764,True
268,11958,OC=1C(C(=NN2CCCCC2)C)=CC=CC1,5.1124119758606,6137956,pubchem,218.3,3,1,2.6021,True
269,12118,OC1=C(/C(=N/N2CCCCC2)/C)C=CC=C1,5.1124119758606,CHEMBL3189181,chembl20,218.3,3,1,2.6021,True
270,12119,N1=C2N(C(=C1C(C3=CC=CC=C3)=C)O)CCCCS2,5.11244678497314,CHEMBL3220944,chembl20,272.373,4,1,3.5361,True
271,12120,FC(F)(F)C1=C(OCC)C=C(CN2CCC(NC=3OC=4C(N3)=CC=CC4)CC2)C=C1,5.11306762695313,46882789,pubchem,419.447,5,1,5.3218,False
272,12121,O(C=1C=C(CC/C(=N/O)/C)C=CC1O)C,5.11318778991699,9580377,pubchem_screening,209.245,4,2,2.1835,True
273,12124,S(C=1N(C(=O)C2=C(N1)C=CC=C2)CCO)C(C(=O)N=C3C(=O)N(N(C3C)C)C4=CC=CC=C4)C,5.11407470703125,CHEMBL1568275,chembl20,479.562,8,1,2.1191,True
275,12130,S(C(C(=O)N=C1C(N(N(C1=O)C2=CC=CC=C2)C)C)C)C=3N(CCO)C(=O)C4=C(N3)C=CC=C4,5.11407470703125,2999239,pubchem,479.562,8,1,2.1191,True
276,12371,OCC(C(CC1=CC(OC)=C(O)C=C1)CO)CC2=CC(OC)=C(O)C=C2,5.11433410644531,586372,pubchem_screening,362.422,6,4,2.1172,True
277,12377,C([C@H]([C@@H](CC1=CC(OC)=C(C=C1)O)CO)CO)C2=CC(OC)=C(C=C2)O,5.11433410644531,CHEMBL368347,chembl20,362.422,6,4,2.1172,True
278,12381,OC[C@@H]([C@@H](CC1=CC(OC)=C(O)C=C1)CO)CC2=CC(OC)=C(O)C=C2,5.11433410644531,65373,pubchem_screening,362.422,6,4,2.1172,True
279,12427,S(/C(=N\N1C(=O)C2=C(N=C1)C=CC=C2)/N(CC)CC)CC=C,5.11456346511841,CHEMBL3198255,chembl20,316.43,5,0,2.7766,True
281,12432,S(/C(/N(CC)CC)=N\N1C(=O)C2=C(N=C1)C=CC=C2)CC=C,5.11456346511841,9600527,pubchem,316.43,5,0,2.7766,True
282,12644,OC(=NO)[C@@H]1[C@H](NC(=O)C=2C=CC(=NC2)CN3C=4C(N=C3C)=CC=CC4)CCCC1,5.11479616165161,56678962,pubchem,407.474,6,3,3.42232,True
284,12648,S1/C(/N(C(C2=CC=CC=C2)=C1)C)=N\C3=C(N(N(C3=O)C4=CC=CC=C4)C)C,5.11487102508545,1498144,pubchem,376.485,6,0,3.78382,True
285,12847,S1/C(=N\C=2C(=O)N(N(C2C)C)C3=CC=CC=C3)/N(C(C4=CC=CC=C4)=C1)C,5.11487102508545,CHEMBL3196902,chembl20,376.485,6,0,3.78382,True
286,12851,S1C=2N(N=C(N2)C=3C=CC=CC3)C(=C1)CC=NS(O)(=O)C,5.11499547958374,CHEMBL1873600,chembl20,322.415,5,2,2.1056,True
288,12853,S(O)(=O)(N=CCC=1N2N=C(N=C2SC1)C=3C=CC=CC3)C,5.11499547958374,7244501,pubchem_screening,322.415,5,2,2.1056,True
290,12889,OC1=C(C=CC(O)=C1)C=N/N=C(/N=N(O)=O)\N,5.11511850357056,5333356,pubchem,239.191,5,4,0.0981,True
291,13100,C1=CC=C2N(C(=NC2=C1)C3=CC(=CC=C3)/C=C/C(=NO)O)CCN(CC)CC,5.11525106430054,CHEMBL1095711,chembl20,378.476,5,2,4.404,True
292,13101,OC(=NO)/C=C/C=1C=C(C=2N(CCN(CC)CC)C=3C(N2)=CC=CC3)C=CC1,5.11525106430054,46887558,pubchem,378.476,5,2,4.404,True
293,13103,FC(F)(F)C=1N2N=CC(=C2N=C(C1)C=3OC=CC3)C(=O)N=C4C(=O)N(N(C4C)C)C5=CC=CC=C5,5.11525583267212,CHEMBL1374062,chembl20,482.422,7,0,3.8714,True
295,13112,FC(F)(F)C=1N2N=CC(=C2N=C(C1)C=3OC=CC3)C(=O)N=C4C(N(N(C4=O)C5=CC=CC=C5)C)C,5.11525583267212,1111059,pubchem,482.422,7,0,3.8714,True
296,13349,S(C=1N=NC=C2C1C=CC=C2)CC(=O)N=C3C(=O)N(N(C3C)C)C4=CC=CC=C4,5.11531543731689,CHEMBL1449934,chembl20,405.483,6,0,2.9716,True
298,13356,S(CC(=O)N=C1C(N(N(C1=O)C2=CC=CC=C2)C)C)C=3N=NC=C4C3C=CC=C4,5.11531543731689,2955508,pubchem,405.483,6,0,2.9716,True
300,13585,S\1C(=S)N(CCCC(=O)N=C2C(N(N(C2=O)C3=CC=CC=C3)C)C)C(=O)/C1=C/C4=CC=CC=C4,5.11560583114624,1641148,pubchem_screening,492.626,6,0,3.9177,True
301,13588,OC=1C(C(=O)NN=C2CCN(CC2)C)=CC3=C(C1)C=CC=C3,5.11582946777344,749647,pubchem,297.358,4,2,2.3568,True
303,13593,O=C1N(N(C(C1=NC(=O)CC(=O)N=C2C(N(N(C2=O)C3=CC=CC=C3)C)C)C)C)C4=CC=CC=C4,5.11602067947388,1286955,pubchem,474.521,6,0,1.8759,True
304,13834,O=C1N(N(C(C1=NC(=O)CC(=O)N=C2C(=O)N(N(C2C)C)C3=CC=CC=C3)C)C)C4=CC=CC=C4,5.11602067947388,CHEMBL1349789,chembl20,474.521,6,0,1.8759,True
305,13836,O(CC1CCN(CC1)CCC)C=2N=C3C(=C4C2C=CN=C4)C=CC=C3,5.11608743667603,71452073,pubchem,335.451,4,0,4.2838,True
306,13837,S1C=C(C(=O)N=C2C(=O)N(N(C2C)C)C3=CC=CC=C3)C=C1C,5.11613130569458,CHEMBL1561241,chembl20,327.409,4,0,2.91982,True
308,13844,S1C(=CC(C(=O)N=C2C(N(N(C2=O)C3=CC=CC=C3)C)C)=C1)C,5.11613130569458,1246813,pubchem,327.409,4,0,2.91982,True
310,14086,O(C=1C(N=NC2=C(O)C3=C(N=C2O)C=CC=C3)=CC(OC)=C(/N=N/C4=CC=CC=C4)C1)C,5.11678171157837,5464750,pubchem,429.436,9,2,6.49400000000001,False
311,14254,OC1=C(N=NC2=C(OC)C=C(N=NC3=CC=CC=C3)C(OC)=C2)C(O)=NC4=C1C=CC=C4,5.11678171157837,CHEMBL1582195,chembl20,429.436,9,2,6.49400000000001,False
313,14268,S(CC(=O)N=C1C(N(N(C1=O)C2=CC=CC=C2)C)C)C=3N=C(N=C4N(N=CC43)C5=CC=CC=C5)C,5.1169228553772,16328765,pubchem,485.573,8,0,3.46572,True
314,14355,S(C=1N=C(N=C2N(N=CC21)C3=CC=CC=C3)C)CC(=O)N=C4C(=O)N(N(C4C)C)C5=CC=CC=C5,5.1169228553772,CHEMBL2136443,chembl20,485.573,8,0,3.46572,True
315,14356,O=C(N1CCCC1)C=2C(O)=CC3=C(C2)C=CC=C3,5.11707639694214,CHEMBL1896018,chembl20,241.29,2,1,2.7814,True
317,14360,O=C(N1CCCC1)C2=CC3=C(C=C2O)C=CC=C3,5.11707639694214,5303039,pubchem,241.29,2,1,2.7814,True
318,14520,O(C=1C(OC)=CC2=NC(=NC(O)=C2C1)CN(CC=3N=C4C(=C(O)N3)C=CC=C4)CC)C,5.11782932281494,CHEMBL1364282,chembl20,421.457,9,2,3.0235,True
320,14535,S(CC(=O)N=C1C(N(N(C1=O)C2=CC=CC=C2)C)C)C3=NC(=C(CC)C(O)=N3)C,5.11788129806519,1422192,pubchem,413.503,7,1,2.39482,True
321,14747,S(C1=NC(O)=C(C(=N1)C)CC)CC(=O)N=C2C(=O)N(N(C2C)C)C3=CC=CC=C3,5.11788129806519,CHEMBL1714372,chembl20,413.503,7,1,2.39482,True
323,14752,S1/C(/N(N=CC2=C(O)C=C(O)C=C2)C(=C1)C)=N\C,5.11795711517334,5742517,pubchem,263.322,6,2,1.68192,True
324,14986,S1/C(/N(/N=C/C2=C(O)C=C(O)C=C2)C(=C1)C)=N\C,5.11795711517334,CHEMBL3195747,chembl20,263.322,6,2,1.68192,True
326,15004,S(CC1=NC2=C(C(O)=N1)C=CC=C2)C=3N=C(O)C(CC)=C(O)N3,5.11797714233398,1508259,pubchem,330.369,8,3,2.3913,True
327,15204,S(C=1N=C(O)C(=C(O)N1)CC)CC2=NC3=C(C(O)=N2)C=CC=C3,5.11797714233398,CHEMBL1600242,chembl20,330.369,8,3,2.3913,True
329,15209,FC(F)(F)C=1N2N=C(C(=O)N3CCN(CC3)CC)C=C2N=C(C1)C=4C=CC=CC4,5.11837530136108,1251997,pubchem,403.408,5,0,3.1928,True
330,15448,FC(F)(F)C=1N2N=C(C=C2N=C(C1)C=3C=CC=CC3)C(=O)N4CCN(CC4)CC,5.11837530136108,CHEMBL1430230,chembl20,403.408,5,0,3.1928,True
333,15615,FC(F)(F)C(O)CN1CCC(CC1)CC2=CC=CC=C2,5.11849451065064,CHEMBL1511615,chembl20,287.325,2,1,2.8643,True
334,15616,C(O)(=NO)CSC1=CC=2C=CC=CC2C=C1,5.1185154914856,CHEMBL182879,chembl20,233.292,3,2,3.2776,True
336,15620,O=C1N(CC)C=NC=2N(N=CC21)C3=CC=CC=C3,5.11865615844727,919611,pubchem,240.266,5,0,1.6021,True
337,15829,O=C1N(C=NC=2N(N=CC21)C3=CC=CC=C3)CC,5.11865615844727,CHEMBL1362330,chembl20,240.266,5,0,1.6021,True
339,15837,O(C1=CC(C(=NO)CC)=CC=C1O)C,5.11865997314453,5413567,pubchem,195.218,4,2,1.9891,True
340,16076,O(C=1C(O)=CC=C(C1)/C(=N/O)/CC)C,5.11865997314453,CHEMBL3209004,chembl20,195.218,4,2,1.9891,True
341,16080,S(C1=NC2=C(C(O)=N1)C=CC=C2)C(C(O)=O)CC,5.11879062652588,CHEMBL1391862,chembl20,264.306,5,2,2.2907,True
343,16086,S(C(CC)C(=O)O)C=1N=C2C(=C(O)N1)C=CC=C2,5.11879062652588,2917398,pubchem,264.306,5,2,2.2907,True
344,16296,C1=CC=C2N=C(SC2=C1)NC3CCN(CC3)CC4=CC=C(C(=C4)OC)OC,5.11896944046021,CHEMBL391950,chembl20,383.517,6,1,4.39,True
346,16302,O=C1N(N(C(=C1/N=C/C=N/C2=C(N(N(C2=O)C3=CC=CC=C3)C)C)C)C)C4=CC=CC=C4,5.11899614334106,544828,pubchem_screening,428.496,8,0,3.38704,True
348,16388,S(C=1N=C(O)C(CC)=C(O)N1)CC(=O)NC=2SC=C(N2)C3=CC=CC=C3,5.11900615692139,2875569,pubchem_screening,388.474,8,3,3.3045,True
349,16391,FC(F)C=1N2N=CC(=C2N=C(C1)C=3C=CC=CC3)C(=O)NN4CCCCC4,5.11966514587402,CHEMBL1899361,chembl20,371.391,5,1,3.4646,True
351,16396,FC(F)C=1N2N=CC(C(=O)NN3CCCCC3)=C2N=C(C1)C=4C=CC=CC4,5.11966514587402,995405,pubchem,371.391,5,1,3.4646,True
353,16601,S(CC(=O)N=C1C(N(N(C1=O)C2=CC=CC=C2)C)C)C=3SN=C(SC)N3,5.11983442306519,667404,pubchem,407.546,8,0,2.6018,True
354,16841,S(C=1SN=C(SC)N1)CC(=O)N=C2C(=O)N(N(C2C)C)C3=CC=CC=C3,5.11983442306519,CHEMBL1445879,chembl20,407.546,8,0,2.6018,True
355,16843,N1(CCC(COC(C2=CN(C=3C=CC=CC23)C)=O)CC1)CC=NS(O)(=O)C,5.11983489990234,CHEMBL33884,chembl20,393.509,5,2,2.1524,True
357,16860,S(O)(=O)(N=CCN1CCC(CC1)COC(=O)C=2C=3C(N(C2)C)=CC=CC3)C,5.11983489990234,119376,pubchem,393.509,5,2,2.1524,True
359,17035,O(C=1C=C(CN2CCC=3C(C2)=CC=CC3)C=CC1O)C,5.11990642547607,764835,pubchem,269.344,3,1,2.9591,True
360,17205,O(C=1C=C(CN2CC=3C(CC2)=CC=CC3)C=CC1O)C,5.11990642547607,CHEMBL1582580,chembl20,269.344,3,1,2.9591,True
361,17224,IC1=CC=C(CC2CCN(CC2)CC3=NC=4C(N3)=CC=C(N=S(O)(=O)C)C4)C=C1,5.12054204940796,52950201,pubchem,524.428,4,2,4.8245,False
362,17225,O1C(C=2N=C3N(N2)C(=NC=4N(N=CC43)CCC=5C=CC(=CC5)/C(/N)=N/O)N)=CC=C1,5.12062931060791,10318983,pubchem,403.406,10,3,1.6534,False
363,17226,N12C(C=3C=NN(C3N=C1N)CCC=4C=CC(=CC4)/C(/N)=N/O)=NC(=N2)C=5OC=CC5,5.12062931060791,CHEMBL2112948,chembl20,403.406,10,3,1.6534,False
364,17227,C=1(N=C(O)C2=C(N1)C=CC=C2)C(C(=NC(=C3N(C(=C(CC=4C=CC=CC4)NC)O)CCC3)O)CCCN=C(N)N)O,5.12074136734009,CHEMBL102919,chembl20,560.659,10,7,2.8755,False
365,17228,C1(=C(N(C)C=2C1=CC=CC2)O)/N=N/C(=S)N,5.12077045440674,CHEMBL362994,chembl20,234.284,4,2,2.2112,True
368,17237,S=C(N=NC=1C2=C(N(C1O)C)C=CC=C2)N,5.12077045440674,6861563,pubchem,234.284,4,2,2.2112,True
369,17248,OC1=C(C=CC(O)=C1)/C=N/N2CCCCC2,5.12078857421875,CHEMBL3210309,chembl20,220.272,4,2,1.9176,True
371,17258,OC1=C(C=NN2CCCCC2)C=CC(O)=C1,5.12078857421875,6524630,pubchem,220.272,4,2,1.9176,True
372,17411,IC1=C2N=C(OCC3CCN(CC3)CCC)C4=C(N=CC=C4)C2=CC=C1,5.12091016769409,71457409,pubchem,461.347,4,0,4.8884,True
373,17412,O(C1=NC=2C(C=3C1=CC=CN3)=CC=CC2I)CC4CCN(CCC)CC4,5.12091016769409,CHEMBL2181168,chembl20,461.347,4,0,4.8884,True
376,17574,S=1(O)(O)=CC2N(/C(/SC2C1)=N/C(=O)C3CC3)C4=CC(F)=CC=C4,5.12096643447876,CHEMBL3212565,chembl20,354.428,4,2,2.7773,True
377,17577,C=1(C=CC=2NC(=NC2C1)CN3CCC(CC3)CC4=CC=C(C=C4)I)O,5.12096881866455,CHEMBL1270235,chembl20,447.32,3,2,4.3278,True
379,17579,S1C(N2N=C(C(C(=NCCCN3C=CN=C3)CC)=C2O)C(F)(F)F)=NC=4C1=CC=CC4,5.12116718292236,5344312,pubchem_screening,448.474,8,1,4.69230000000001,True
380,17582,OC=1C=C(N(CC)CC)C=CC1C=NN=C(O)C2=C(O)C=CC=C2,5.12170743942261,5718431,pubchem_screening,327.384,5,3,3.2827,True
381,17585,[C@H]1([C@H](S[C@@H](N2C=3C(=C(NC4CC4)N=C(Cl)N3)N=C2)[C@@H]1O)C(=O)N5CCC(CC5)CC6=CC=CC=C6)O,5.12188816070557,CHEMBL201934,chembl20,529.066,9,3,2.8711,False
382,17588,O=C(NCC1CCN(CC1)CC2=CC=CC=C2)C=3C(O)=C4C(=NC3O)C=C(O)C(O)=C4,5.12191534042358,86279208,pubchem,423.469,7,5,2.6992,False
383,17589,C=1(C(=C(C(O)=O)C(/C=N/NC(=S)NC2CCCCC2)=CC1)O)O,5.12206268310547,CHEMBL228916,chembl20,337.401,5,5,1.9267,False
384,17590,S=C(NC1CCCCC1)NN=CC=2C(=C(O)C(O)=CC2)C(=O)O,5.12206268310547,54705143,pubchem,337.401,5,5,1.9267,False
385,17591,N=1C(=C2C(=NC1C#CC3=CC=C(C=C3)CCCCC)N(C=N2)[C@@H]4O[C@@H]([C@H]([C@H]4O)O)CO)NOC,5.12208414077759,CHEMBL374320,chembl20,467.526,10,4,1.5436,False
386,17594,C1=CC(=C(N1CCCC2=CC=3C(C=C2)=CC=CC3)O)CCC(O)=NO,5.12215662002564,CHEMBL1668018,chembl20,338.407,4,3,4.258,True
387,17599,OC=1N=C(O)N=C(O)C1C(=NCC=2OC=CC2)CC,5.12239503860474,CHEMBL1470976,chembl20,263.253,7,3,1.5857,True
389,17605,O1C(CN=C(CC)C2=C(O)N=C(O)N=C2O)=CC=C1,5.12239503860474,5389633,pubchem,263.253,7,3,1.5857,True
392,18083,S(O)(O)(N=CC=1N=C(SC1)C=2C=CC=CC2)=CC,5.12251281738281,CHEMBL1381146,chembl20,282.39,5,3,3.449,True
393,18087,C1(=C(C(O)=CC=C1)F)C(O)CNC,5.12280416488647,CHEMBL302451,chembl20,185.198,3,3,0.7841,True
394,18088,C1=CC=C2C3=C(N(CC=4C=CC(=CC4)C(=NO)O)C2=C1)CCN(CC=C)C3,5.12284708023071,CHEMBL2018442,chembl20,361.445,4,2,3.9275,True
395,18089,OC(=NO)C=1C=CC(CN2C3=C(CN(CC3)CC=C)C=4C2=CC=CC4)=CC1,5.12284708023071,50898672,pubchem,361.445,4,2,3.9275,True
396,18090,O=C1N(N(C(C1=NC(=O)C(C=2CCCCC2)C#N)C)C)C3=CC=CC=C3,5.12320423126221,CHEMBL1350607,chembl20,350.422,4,0,2.87628,True
398,18096,O=C(N=C1C(N(N(C1=O)C2=CC=CC=C2)C)C)C(C=3CCCCC3)C#N,5.12320423126221,2388843,pubchem,350.422,4,0,2.87628,True
399,18340,C1=CC=C2N3C(OCCC3)=C(C2=C1)C(NCC4CCN(CC4)CC(=O)O)=O,5.12339019775391,CHEMBL1632170,chembl20,371.437,5,2,1.9502,True
401,18344,S(O)(=CCCC)C1=C(O)C=2C(N=C1O)=CC=CC2,5.12342500686646,54696618,pubchem,265.334,4,3,3.3491,True
402,18546,S(O)(C1=C(O)C=2C(N=C1O)=CC=CC2)=CCCC,5.12342500686646,CHEMBL1451418,chembl20,265.334,4,3,3.3491,True
404,18553,S1C=C(O)C(C(=NCCC2=CC(OC)=C(OC)C=C2)C)=C1O,5.12356567382813,2834819,pubchem_screening,321.398,6,2,3.2282,True
407,18680,O=C1N(N(C(C1=NC(=O)COCC)C)C)C2=CC=CC=C2,5.12374544143677,CHEMBL1423819,chembl20,289.335,4,0,1.2726,True
408,18681,S(C1=C(O)N(C(O)=C1)C=2C=C(OC)C=CC2)/C(=N\CC)/NCC,5.12375688552856,CHEMBL2137248,chembl20,335.429,6,3,2.9746,True
410,18685,S(C=1C=C(O)N(C1O)C2=CC(OC)=CC=C2)/C(/NCC)=N/CC,5.12375688552856,2857989,pubchem,335.429,6,3,2.9746,True
412,18926,O=C(N1CCCCCC1)C2=C(O)C=3C(N=C2)=CC=C(C3)CC,5.12390899658203,648824,pubchem,298.386,3,1,3.519,True
413,19166,OC=1C=2C(N=CC1C(=O)N3CCCCCC3)=CC=C(C2)CC,5.12390899658203,CHEMBL1498338,chembl20,298.386,3,1,3.519,True
414,19168,C1(=CC=CS1)/C=C(/C(=N/O)/CC)\C,5.12427139282227,CHEMBL1085709,chembl20,195.287,3,1,3.3916,True
415,19169,S(CC(=O)N=C1C(=O)N(N(C1C)C)C2=CC=CC=C2)CC=3OC=CC3,5.1243166923523,CHEMBL1587741,chembl20,357.435,5,0,2.7625,True
417,19173,S(CC(=O)N=C1C(N(N(C1=O)C2=CC=CC=C2)C)C)CC=3OC=CC3,5.1243166923523,5299034,pubchem,357.435,5,0,2.7625,True
420,19537,S=1(O)(O)=CC(NC(=O)CSC2=NC=3N(N=CC3C(O)=N2)C4=CC=CC=C4)CC1,5.12431716918945,CHEMBL1525417,chembl20,419.488,9,4,1.8567,True
421,19540,C1=CC(NC2CCN(CC2)C(O)C(C)=O)=CC3=C1NN=C3,5.12442064285278,CHEMBL395942,chembl20,288.351,5,3,1.3466,True
423,19545,OC=1C(C(=O)N/N=C/C2=C(N3CCCC3)N(N=C2C)C4=CC=CC=C4)=CC5=C(C1)C=CC=C5,5.12465047836304,6903966,pubchem,439.519,6,2,4.40362,True
424,19740,OC=1C(C(=O)N/N=C/C2=C(N(N=C2C)C3=CC=CC=C3)N4CCCC4)=CC5=C(C1)C=CC=C5,5.12465047836304,CHEMBL3190115,chembl20,439.519,6,2,4.40362,True
426,19754,O/N=C/1\CCCC\C1=C/C2=CC=CC=C2,5.12479543685913,5410937,pubchem,201.269,2,1,3.4742,True
427,19951,O/N=C\1/C(=C/C2=CC=CC=C2)/CCCC1,5.12479543685913,CHEMBL3212200,chembl20,201.269,2,1,3.4742,True
428,19955,S1C(=NC(=C1)/C(=N/O)/C)C=2C=CC=CC2,5.12495183944702,5923181,pubchem_screening,218.281,4,1,3.0083,True
429,19958,O1[C@@H]([C@H]([C@@H]([C@H]([C@@H]1N2C(=C3C(=N2)C=CC=C3)CC4=CC=C(C=C4)CC)O)O)O)CO,5.12511157989502,CHEMBL2430320,chembl20,398.459,7,4,1.1619,True
